gateway,gw_lat,gw_lon,gw_elevation
7276ff002e061f5b,16.075605392456055,108.22207641601562,9.0
7276ff002e061f5b,16.07560920715332,108.22209167480467,8.0
7276ff002e061f5b,16.07560920715332,108.22209930419922,8.0
7276ff002e061f5b,16.07560920715332,108.22211456298828,8.0
7276ff002e061f5b,16.075611114501953,108.22205352783205,9.0
7276ff002e061f5b,16.07561492919922,108.22203826904295,9.0
7276ff002e061f5b,16.07561492919922,108.22206115722656,9.0
7276ff002e061f5b,16.07561683654785,108.22207641601562,9.0
7276ff002e061f5b,16.07561683654785,108.22209167480467,8.0
7276ff002e061f5b,16.075618743896484,108.2220458984375,9.0
7276ff002e061f5b,16.075618743896484,108.22206115722656,9.0
7276ff002e061f5b,16.075618743896484,108.22209930419922,8.0
7276ff002e061f5b,16.075620651245117,108.22203063964844,9.0
7276ff002e061f5b,16.07562255859375,108.22203826904295,9.0
7276ff002e061f5b,16.075624465942383,108.2220687866211,9.0
7276ff002e061f5b,16.075626373291016,108.2220687866211,9.0
7276ff002e061f5b,16.07562828063965,108.22203063964844,9.0
7276ff002e061f5b,16.07562828063965,108.22206115722656,9.0
7276ff002e061f5b,16.07562828063965,108.22207641601562,9.0
7276ff002e061f5b,16.075632095336914,108.22203826904295,9.0
7276ff002e061f5b,16.075632095336914,108.22209167480467,8.0
7276ff002e061f5b,16.075634002685547,108.22205352783205,9.0
7276ff002e061f5b,16.075634002685547,108.22209930419922,8.0
7276ff002e061f5b,16.075634002685547,108.22210693359376,8.0
7276ff002e061f5b,16.07563591003418,108.22203063964844,9.0
7276ff002e061f5b,16.07563591003418,108.22209930419922,8.0
7276ff002e061f5b,16.075637817382812,108.22203826904295,9.0
7276ff002e061f5b,16.075637817382812,108.22210693359376,8.0
7276ff002e061f5b,16.075639724731445,108.22206115722656,9.0
7276ff002e061f5b,16.075639724731445,108.22209167480467,8.0
7276ff002e061f5b,16.075641632080078,108.2220458984375,9.0
7276ff002e061f5b,16.075641632080078,108.22207641601562,9.0
7276ff002e061f5b,16.07564353942871,108.2220687866211,9.0
7276ff002e061f5b,16.075645446777344,108.2220458984375,9.0
7276ff002e061f5b,16.075645446777344,108.2221450805664,8.0
7276ff002e061f5b,16.075647354125977,108.22207641601562,9.0
7276ff002e061f5b,16.07564926147461,108.22213745117188,8.0
7276ff002e061f5b,16.075653076171875,108.2220687866211,9.0
7276ff002e061f5b,16.075653076171875,108.22209930419922,8.0
7276ff002e061f5b,16.075654983520508,108.22206115722656,9.0
7276ff002e061f5b,16.075654983520508,108.22209167480467,8.0
7276ff002e061f5b,16.07565689086914,108.22206115722656,9.0
7276ff002e061f5b,16.07565689086914,108.22208404541016,8.0
7276ff002e061f5b,16.07565689086914,108.22209167480467,8.0
7276ff002e061f5b,16.07565689086914,108.22209930419922,8.0
7276ff002e061f5b,16.07566261291504,108.2220687866211,9.0
7276ff002e061f5b,16.075668334960938,108.2220458984375,9.0
7276ff002e061f5b,16.075668334960938,108.22207641601562,9.0
7276ff002e061f5b,16.075672149658203,108.2220687866211,9.0
7276ff002e062cf2,16.11819839477539,108.27400970458984,587.0
7276ff002e062cf2,16.118209838867188,108.2739028930664,587.0
7276ff002e062cf2,16.118215560913086,108.2739486694336,587.0
7276ff002e062cf2,16.118240356445312,108.27364349365234,584.0
7276ff002e062cf2,16.118242263793945,108.27369689941406,584.0
7276ff002e062cf2,16.118244171142578,108.27368927001952,584.0
7276ff002e062cf2,16.118244171142578,108.27371215820312,584.0
7276ff002e062cf2,16.118244171142578,108.27373504638672,584.0
7276ff002e062cf2,16.11824607849121,108.27369689941406,584.0
7276ff002e062cf2,16.118247985839844,108.273681640625,584.0
7276ff002e062cf2,16.118247985839844,108.2738800048828,587.0
7276ff002e062cf2,16.118249893188477,108.2736358642578,584.0
7276ff002e062cf2,16.118249893188477,108.27368927001952,584.0
7276ff002e062cf2,16.118253707885742,108.27365112304688,584.0
7276ff002e062cf2,16.118257522583008,108.27367401123048,584.0
7276ff002e062cf2,16.11825942993164,108.27368927001952,584.0
7276ff002e062cf2,16.118261337280273,108.2736587524414,584.0
7276ff002e062cf2,16.118261337280273,108.2737045288086,584.0
7276ff002e062cf2,16.118263244628906,108.27365112304688,584.0
7276ff002e062cf2,16.118263244628906,108.273681640625,584.0
7276ff002e062cf2,16.118263244628906,108.27373504638672,584.0
7276ff002e062cf2,16.11826515197754,108.27368927001952,584.0
7276ff002e062cf2,16.118267059326172,108.27366638183594,584.0
7276ff002e062cf2,16.118268966674805,108.27362823486328,584.0
7276ff002e062cf2,16.118268966674805,108.27365112304688,584.0
7276ff002e062cf2,16.118268966674805,108.27371215820312,584.0
7276ff002e062cf2,16.118270874023438,108.27361297607422,584.0
7276ff002e062cf2,16.118270874023438,108.2736587524414,584.0
7276ff002e062cf2,16.118270874023438,108.27373504638672,584.0
7276ff002e062cf2,16.11827278137207,108.27350616455078,584.0
7276ff002e062cf2,16.11827278137207,108.27364349365234,584.0
7276ff002e062cf2,16.11827278137207,108.27395629882812,587.0
7276ff002e062cf2,16.118274688720703,108.273681640625,584.0
7276ff002e062cf2,16.118274688720703,108.2737045288086,584.0
7276ff002e062cf2,16.118276596069336,108.27345275878906,584.0
7276ff002e062cf2,16.118276596069336,108.27351379394533,584.0
7276ff002e062cf2,16.118276596069336,108.27362823486328,584.0
7276ff002e062cf2,16.118276596069336,108.27365112304688,584.0
7276ff002e062cf2,16.118276596069336,108.2737045288086,584.0
7276ff002e062cf2,16.118276596069336,108.27371215820312,584.0
7276ff002e062cf2,16.11827850341797,108.2736587524414,584.0
7276ff002e062cf2,16.11827850341797,108.27368927001952,584.0
7276ff002e062cf2,16.11827850341797,108.27377319335938,587.0
7276ff002e062cf2,16.1182804107666,108.27361297607422,584.0
7276ff002e062cf2,16.1182804107666,108.27367401123048,584.0
7276ff002e062cf2,16.1182804107666,108.273681640625,584.0
7276ff002e062cf2,16.1182804107666,108.2737274169922,584.0
7276ff002e062cf2,16.118282318115234,108.27359008789062,584.0
7276ff002e062cf2,16.118282318115234,108.27375030517578,587.0
7276ff002e062cf2,16.118282318115234,108.2739715576172,587.0
7276ff002e062cf2,16.118284225463867,108.27357482910156,584.0
7276ff002e062cf2,16.118284225463867,108.27362060546876,584.0
7276ff002e062cf2,16.118284225463867,108.27364349365234,584.0
7276ff002e062cf2,16.118284225463867,108.27371978759766,584.0
7276ff002e062cf2,16.118284225463867,108.27374267578124,584.0
7276ff002e062cf2,16.118284225463867,108.27375793457033,587.0
7276ff002e062cf2,16.1182861328125,108.27362060546876,584.0
7276ff002e062cf2,16.1182861328125,108.27371978759766,584.0
7276ff002e062cf2,16.1182861328125,108.2737808227539,587.0
7276ff002e062cf2,16.118288040161133,108.27362823486328,584.0
7276ff002e062cf2,16.118288040161133,108.2736587524414,584.0
7276ff002e062cf2,16.118288040161133,108.27366638183594,584.0
7276ff002e062cf2,16.118289947509766,108.27359771728516,584.0
7276ff002e062cf2,16.118289947509766,108.27364349365234,584.0
7276ff002e062cf2,16.118289947509766,108.273681640625,584.0
7276ff002e062cf2,16.118289947509766,108.27368927001952,584.0
7276ff002e062cf2,16.118289947509766,108.27369689941406,584.0
7276ff002e062cf2,16.118289947509766,108.27371215820312,584.0
7276ff002e062cf2,16.118289947509766,108.2737274169922,584.0
7276ff002e062cf2,16.118289947509766,108.27375030517578,587.0
7276ff002e062cf2,16.118289947509766,108.27375793457033,587.0
7276ff002e062cf2,16.1182918548584,108.27354431152344,584.0
7276ff002e062cf2,16.1182918548584,108.27359008789062,584.0
7276ff002e062cf2,16.11829376220703,108.2735595703125,584.0
7276ff002e062cf2,16.11829376220703,108.2735824584961,584.0
7276ff002e062cf2,16.11829376220703,108.27360534667967,584.0
7276ff002e062cf2,16.11829376220703,108.27365112304688,584.0
7276ff002e062cf2,16.11829376220703,108.27374267578124,584.0
7276ff002e062cf2,16.118295669555664,108.2735595703125,584.0
7276ff002e062cf2,16.118295669555664,108.27356719970705,584.0
7276ff002e062cf2,16.118295669555664,108.27359008789062,584.0
7276ff002e062cf2,16.118295669555664,108.27362060546876,584.0
7276ff002e062cf2,16.118295669555664,108.27365112304688,584.0
7276ff002e062cf2,16.118295669555664,108.27371978759766,584.0
7276ff002e062cf2,16.118295669555664,108.27375793457033,587.0
7276ff002e062cf2,16.118297576904297,108.27364349365234,584.0
7276ff002e062cf2,16.118297576904297,108.2736587524414,584.0
7276ff002e062cf2,16.118297576904297,108.27367401123048,584.0
7276ff002e062cf2,16.118297576904297,108.2737274169922,584.0
7276ff002e062cf2,16.118297576904297,108.27374267578124,584.0
7276ff002e062cf2,16.11829948425293,108.27362823486328,584.0
7276ff002e062cf2,16.11829948425293,108.27368927001952,584.0
7276ff002e062cf2,16.11829948425293,108.27375030517578,587.0
7276ff002e062cf2,16.118301391601562,108.2735824584961,584.0
7276ff002e062cf2,16.118301391601562,108.27359771728516,584.0
7276ff002e062cf2,16.118301391601562,108.27361297607422,584.0
7276ff002e062cf2,16.118301391601562,108.273681640625,584.0
7276ff002e062cf2,16.118301391601562,108.27369689941406,584.0
7276ff002e062cf2,16.118301391601562,108.27377319335938,587.0
7276ff002e062cf2,16.118303298950195,108.27371215820312,584.0
7276ff002e062cf2,16.118305206298828,108.27360534667967,584.0
7276ff002e062cf2,16.118305206298828,108.27368927001952,584.0
7276ff002e062cf2,16.118305206298828,108.27371215820312,584.0
7276ff002e062cf2,16.118305206298828,108.2737274169922,584.0
7276ff002e062cf2,16.11830711364746,108.27375793457033,587.0
7276ff002e062cf2,16.118309020996094,108.27364349365234,584.0
7276ff002e062cf2,16.118309020996094,108.27365112304688,584.0
7276ff002e062cf2,16.118309020996094,108.2736587524414,584.0
7276ff002e062cf2,16.118309020996094,108.27367401123048,584.0
7276ff002e062cf2,16.118309020996094,108.273681640625,584.0
7276ff002e062cf2,16.118309020996094,108.27374267578124,584.0
7276ff002e062cf2,16.118309020996094,108.27400970458984,587.0
7276ff002e062cf2,16.118310928344727,108.2735595703125,584.0
7276ff002e062cf2,16.118310928344727,108.27362823486328,584.0
7276ff002e062cf2,16.118310928344727,108.27369689941406,584.0
7276ff002e062cf2,16.118310928344727,108.27371978759766,584.0
7276ff002e062cf2,16.11831283569336,108.27356719970705,584.0
7276ff002e062cf2,16.11831283569336,108.27362060546876,584.0
7276ff002e062cf2,16.11831283569336,108.27375030517578,587.0
7276ff002e062cf2,16.118314743041992,108.27359008789062,584.0
7276ff002e062cf2,16.118314743041992,108.27359771728516,584.0
7276ff002e062cf2,16.118316650390625,108.27371978759766,584.0
7276ff002e062cf2,16.118316650390625,108.2737274169922,584.0
7276ff002e062cf2,16.118318557739258,108.27362823486328,584.0
7276ff002e062cf2,16.11832046508789,108.27357482910156,584.0
7276ff002e062cf2,16.11832046508789,108.27359771728516,584.0
7276ff002e062cf2,16.11832046508789,108.2736587524414,584.0
7276ff002e062cf2,16.11832046508789,108.2737045288086,584.0
7276ff002e062cf2,16.11832046508789,108.27371215820312,584.0
7276ff002e062cf2,16.11832046508789,108.27401733398438,587.0
7276ff002e062cf2,16.118322372436523,108.2735824584961,584.0
7276ff002e062cf2,16.118322372436523,108.27368927001952,584.0
7276ff002e062cf2,16.118324279785156,108.27360534667967,584.0
7276ff002e062cf2,16.118324279785156,108.27362060546876,584.0
7276ff002e062cf2,16.118324279785156,108.2736358642578,584.0
7276ff002e062cf2,16.118324279785156,108.27366638183594,584.0
7276ff002e062cf2,16.118324279785156,108.273681640625,584.0
7276ff002e062cf2,16.118324279785156,108.27374267578124,584.0
7276ff002e062cf2,16.11832618713379,108.2737274169922,584.0
7276ff002e062cf2,16.118328094482422,108.27364349365234,584.0
7276ff002e062cf2,16.118328094482422,108.27367401123048,584.0
7276ff002e062cf2,16.118330001831055,108.27356719970705,584.0
7276ff002e062cf2,16.118330001831055,108.273681640625,584.0
7276ff002e062cf2,16.118330001831055,108.27368927001952,584.0
7276ff002e062cf2,16.118330001831055,108.27371215820312,584.0
7276ff002e062cf2,16.118330001831055,108.27403259277344,587.0
7276ff002e062cf2,16.118331909179688,108.27360534667967,584.0
7276ff002e062cf2,16.118331909179688,108.27362823486328,584.0
7276ff002e062cf2,16.118331909179688,108.2736587524414,584.0
7276ff002e062cf2,16.118331909179688,108.27369689941406,584.0
7276ff002e062cf2,16.11833381652832,108.2740707397461,587.0
7276ff002e062cf2,16.118335723876953,108.27356719970705,584.0
7276ff002e062cf2,16.118335723876953,108.27360534667967,584.0
7276ff002e062cf2,16.118335723876953,108.273681640625,584.0
7276ff002e062cf2,16.118335723876953,108.27368927001952,584.0
7276ff002e062cf2,16.118335723876953,108.2737274169922,584.0
7276ff002e062cf2,16.118337631225586,108.2735824584961,584.0
7276ff002e062cf2,16.118337631225586,108.2736358642578,584.0
7276ff002e062cf2,16.118337631225586,108.27365112304688,584.0
7276ff002e062cf2,16.11833953857422,108.27362060546876,584.0
7276ff002e062cf2,16.11833953857422,108.27362823486328,584.0
7276ff002e062cf2,16.11833953857422,108.2737045288086,584.0
7276ff002e062cf2,16.11833953857422,108.27400207519533,587.0
7276ff002e062cf2,16.11833953857422,108.27404022216795,587.0
7276ff002e062cf2,16.11833953857422,108.27408599853516,587.0
7276ff002e062cf2,16.11834144592285,108.2735595703125,584.0
7276ff002e062cf2,16.11834144592285,108.27359008789062,584.0
7276ff002e062cf2,16.11834144592285,108.27405548095705,587.0
7276ff002e062cf2,16.118343353271484,108.2736587524414,584.0
7276ff002e062cf2,16.118343353271484,108.27367401123048,584.0
7276ff002e062cf2,16.118343353271484,108.27371215820312,584.0
7276ff002e062cf2,16.118343353271484,108.27371978759766,584.0
7276ff002e062cf2,16.118343353271484,108.27375793457033,587.0
7276ff002e062cf2,16.118345260620117,108.27371215820312,584.0
7276ff002e062cf2,16.118345260620117,108.2740478515625,587.0
7276ff002e062cf2,16.11834716796875,108.27367401123048,584.0
7276ff002e062cf2,16.118349075317383,108.27357482910156,584.0
7276ff002e062cf2,16.118349075317383,108.2736587524414,584.0
7276ff002e062cf2,16.118349075317383,108.27368927001952,584.0
7276ff002e062cf2,16.118349075317383,108.27371978759766,584.0
7276ff002e062cf2,16.118350982666016,108.27362823486328,584.0
7276ff002e062cf2,16.11835289001465,108.27369689941406,584.0
7276ff002e062cf2,16.11835289001465,108.27377319335938,587.0
7276ff002e062cf2,16.11835479736328,108.27359008789062,584.0
7276ff002e062cf2,16.11835479736328,108.27364349365234,584.0
7276ff002e062cf2,16.11835479736328,108.273681640625,584.0
7276ff002e062cf2,16.118356704711914,108.27359771728516,584.0
7276ff002e062cf2,16.118356704711914,108.27366638183594,584.0
7276ff002e062cf2,16.118356704711914,108.273681640625,584.0
7276ff002e062cf2,16.118356704711914,108.27371978759766,584.0
7276ff002e062cf2,16.118358612060547,108.2736587524414,584.0
7276ff002e062cf2,16.118358612060547,108.27369689941406,584.0
7276ff002e062cf2,16.11836051940918,108.27374267578124,584.0
7276ff002e062cf2,16.118362426757812,108.2736358642578,584.0
7276ff002e062cf2,16.118362426757812,108.27368927001952,584.0
7276ff002e062cf2,16.118366241455078,108.2736587524414,584.0
7276ff002e062cf2,16.118366241455078,108.27374267578124,584.0
7276ff002e062cf2,16.11836814880371,108.27366638183594,584.0
7276ff002e062cf2,16.118370056152344,108.27361297607422,584.0
7276ff002e062cf2,16.118370056152344,108.27368927001952,584.0
7276ff002e062cf2,16.11837387084961,108.2737274169922,584.0
7276ff002e062cf2,16.118375778198242,108.27367401123048,584.0
7276ff002e062cf2,16.118375778198242,108.2737274169922,584.0
7276ff002e062cf2,16.118377685546875,108.27362060546876,584.0
7276ff002e062cf2,16.118379592895508,108.27349853515624,584.0
7276ff002e062cf2,16.118379592895508,108.273681640625,584.0
7276ff002e062cf2,16.118383407592773,108.27371978759766,584.0
7276ff002e062cf2,16.118385314941406,108.27367401123048,584.0
7276ff002e062cf2,16.118385314941406,108.27371215820312,584.0
7276ff002e062cf2,16.118385314941406,108.27405548095705,587.0
7276ff002e062cf2,16.11838722229004,108.2737274169922,584.0
7276ff002e062cf2,16.11838722229004,108.27373504638672,584.0
7276ff002e062cf2,16.118398666381836,108.27367401123048,584.0
7276ff002e062cf2,16.118410110473633,108.2736587524414,584.0
7276ff002e062cf2,16.118423461914062,108.2732925415039,584.0
7276ff002e062cf2,16.11843490600586,108.27326202392578,584.0
7276ff002e062cf2,16.118480682373047,108.27368927001952,585.0
7276ff002e062cf2,16.118545532226562,108.2736358642578,585.0
a840411eebb44150,16.0740984,108.15253,14.0
a84041ffff1ec39f,16.0741086,108.1525171,14.0
a84041ffff1ec39f,16.091299730870233,108.2174563407898,0.0
ac1f09fffe00ab20,16.05469,108.22009,8.0
ac1f09fffe00ab20,16.05479,108.21976,9.0
ac1f09fffe00ab20,16.05481,108.2199,8.0
ac1f09fffe00ab20,16.05484,108.21994,8.0
ac1f09fffe00ab20,16.05485,108.21994,8.0
ac1f09fffe00ab20,16.05485,108.21995,8.0
ac1f09fffe00ab25,16.11073,108.12857,12.0
ac1f09fffe06fcf2,16.054765682623003,108.21985626414312,9.0
ac1f09fffe0fd629,16.06809,108.15431,7.0
ac1f09fffe0fd629,16.06809,108.15437,7.0
ac1f09fffe0fd629,16.0681,108.15431,7.0
ac1f09fffe0fd629,16.0681,108.15432,7.0
ac1f09fffe0fd629,16.0681,108.15437,7.0
ac1f09fffe0fd629,16.0681,108.15439,7.0
ac1f09fffe0fd629,16.0681,108.1544,7.0
ac1f09fffe0fd629,16.06811,108.15432,7.0
ac1f09fffe0fd629,16.06811,108.15436,7.0
ac1f09fffe0fd629,16.06811,108.15437,7.0
ac1f09fffe0fd629,16.06811,108.15438,7.0
ac1f09fffe0fd629,16.06811,108.15439,7.0
ac1f09fffe0fd629,16.06811,108.1544,7.0
ac1f09fffe0fd629,16.06811,108.15445,7.0
ac1f09fffe0fd629,16.06811,108.15452,7.0
ac1f09fffe0fd629,16.06811,108.15457,7.0
ac1f09fffe0fd629,16.06812,108.15437,7.0
ac1f09fffe0fd629,16.06812,108.15438,7.0
ac1f09fffe0fd629,16.06812,108.15439,7.0
ac1f09fffe0fd629,16.06812,108.1544,7.0
ac1f09fffe0fd629,16.06812,108.15444,7.0
ac1f09fffe0fd629,16.06812,108.15445,7.0
ac1f09fffe0fd629,16.06812,108.15446,7.0
ac1f09fffe0fd629,16.06812,108.15452,7.0
ac1f09fffe0fd629,16.06812,108.15457,7.0
ac1f09fffe0fd629,16.06813,108.1544,7.0
ac1f09fffe0fd629,16.06813,108.15441,7.0
ac1f09fffe0fd629,16.06813,108.15443,7.0
ac1f09fffe0fd629,16.06813,108.15445,7.0
ac1f09fffe0fd629,16.06813,108.15446,7.0
ac1f09fffe0fd629,16.06813,108.15447,7.0
ac1f09fffe0fd629,16.06813,108.15452,7.0
ac1f09fffe0fd629,16.06813,108.15453,7.0
ac1f09fffe0fd629,16.06814,108.15439,7.0
ac1f09fffe0fd629,16.06814,108.15441,7.0
ac1f09fffe0fd629,16.06814,108.15442,7.0
ac1f09fffe0fd629,16.06814,108.15443,7.0
ac1f09fffe0fd629,16.06814,108.15444,7.0
ac1f09fffe0fd629,16.06814,108.15445,7.0
ac1f09fffe0fd629,16.06814,108.15446,7.0
ac1f09fffe0fd629,16.06814,108.15447,7.0
ac1f09fffe0fd629,16.06814,108.15448,7.0
ac1f09fffe0fd629,16.06814,108.15449,7.0
ac1f09fffe0fd629,16.06814,108.1545,7.0
ac1f09fffe0fd629,16.06814,108.15451,7.0
ac1f09fffe0fd629,16.06814,108.15452,7.0
ac1f09fffe0fd629,16.06814,108.15453,7.0
ac1f09fffe0fd629,16.06815,108.1544,7.0
ac1f09fffe0fd629,16.06815,108.15441,7.0
ac1f09fffe0fd629,16.06815,108.15442,7.0
ac1f09fffe0fd629,16.06815,108.15443,7.0
ac1f09fffe0fd629,16.06815,108.15444,7.0
ac1f09fffe0fd629,16.06815,108.15445,7.0
ac1f09fffe0fd629,16.06815,108.15446,7.0
ac1f09fffe0fd629,16.06815,108.15447,7.0
ac1f09fffe0fd629,16.06815,108.15448,7.0
ac1f09fffe0fd629,16.06815,108.15449,7.0
ac1f09fffe0fd629,16.06815,108.1545,7.0
ac1f09fffe0fd629,16.06815,108.15451,7.0
ac1f09fffe0fd629,16.06815,108.15452,7.0
ac1f09fffe0fd629,16.06815,108.15453,7.0
ac1f09fffe0fd629,16.06815,108.15455,7.0
ac1f09fffe0fd629,16.06816,108.15438,7.0
ac1f09fffe0fd629,16.06816,108.15439,7.0
ac1f09fffe0fd629,16.06816,108.1544,7.0
ac1f09fffe0fd629,16.06816,108.15441,7.0
ac1f09fffe0fd629,16.06816,108.15442,7.0
ac1f09fffe0fd629,16.06816,108.15443,7.0
ac1f09fffe0fd629,16.06816,108.15444,7.0
ac1f09fffe0fd629,16.06816,108.15445,7.0
ac1f09fffe0fd629,16.06816,108.15446,7.0
ac1f09fffe0fd629,16.06816,108.15447,7.0
ac1f09fffe0fd629,16.06816,108.15448,7.0
ac1f09fffe0fd629,16.06816,108.15449,7.0
ac1f09fffe0fd629,16.06816,108.1545,7.0
ac1f09fffe0fd629,16.06816,108.15451,7.0
ac1f09fffe0fd629,16.06816,108.15452,7.0
ac1f09fffe0fd629,16.06816,108.15453,7.0
ac1f09fffe0fd629,16.06816,108.15454,7.0
ac1f09fffe0fd629,16.06816,108.15455,7.0
ac1f09fffe0fd629,16.06816,108.15456,7.0
ac1f09fffe0fd629,16.06817,108.15438,7.0
ac1f09fffe0fd629,16.06817,108.15439,7.0
ac1f09fffe0fd629,16.06817,108.1544,7.0
ac1f09fffe0fd629,16.06817,108.15441,7.0
ac1f09fffe0fd629,16.06817,108.15442,7.0
ac1f09fffe0fd629,16.06817,108.15443,7.0
ac1f09fffe0fd629,16.06817,108.15444,7.0
ac1f09fffe0fd629,16.06817,108.15445,7.0
ac1f09fffe0fd629,16.06817,108.15446,7.0
ac1f09fffe0fd629,16.06817,108.15447,7.0
ac1f09fffe0fd629,16.06817,108.15448,7.0
ac1f09fffe0fd629,16.06817,108.15449,7.0
ac1f09fffe0fd629,16.06817,108.1545,7.0
ac1f09fffe0fd629,16.06817,108.15451,7.0
ac1f09fffe0fd629,16.06817,108.15452,7.0
ac1f09fffe0fd629,16.06817,108.15453,7.0
ac1f09fffe0fd629,16.06817,108.15454,7.0
ac1f09fffe0fd629,16.06817,108.15455,7.0
ac1f09fffe0fd629,16.06817,108.1546,8.0
ac1f09fffe0fd629,16.06817,108.15461,8.0
ac1f09fffe0fd629,16.06817,108.15462,8.0
ac1f09fffe0fd629,16.06818,108.15439,7.0
ac1f09fffe0fd629,16.06818,108.1544,7.0
ac1f09fffe0fd629,16.06818,108.15441,7.0
ac1f09fffe0fd629,16.06818,108.15442,7.0
ac1f09fffe0fd629,16.06818,108.15443,7.0
ac1f09fffe0fd629,16.06818,108.15444,7.0
ac1f09fffe0fd629,16.06818,108.15445,7.0
ac1f09fffe0fd629,16.06818,108.15446,7.0
ac1f09fffe0fd629,16.06818,108.15447,7.0
ac1f09fffe0fd629,16.06818,108.15448,7.0
ac1f09fffe0fd629,16.06818,108.15449,7.0
ac1f09fffe0fd629,16.06818,108.1545,7.0
ac1f09fffe0fd629,16.06818,108.15451,7.0
ac1f09fffe0fd629,16.06818,108.15452,7.0
ac1f09fffe0fd629,16.06818,108.15453,7.0
ac1f09fffe0fd629,16.06818,108.15461,8.0
ac1f09fffe0fd629,16.06818,108.15462,8.0
ac1f09fffe0fd629,16.06819,108.1544,7.0
ac1f09fffe0fd629,16.06819,108.15441,7.0
ac1f09fffe0fd629,16.06819,108.15442,7.0
ac1f09fffe0fd629,16.06819,108.15443,7.0
ac1f09fffe0fd629,16.06819,108.15444,7.0
ac1f09fffe0fd629,16.06819,108.15445,7.0
ac1f09fffe0fd629,16.06819,108.15446,7.0
ac1f09fffe0fd629,16.06819,108.15447,7.0
ac1f09fffe0fd629,16.06819,108.15448,7.0
ac1f09fffe0fd629,16.06819,108.15449,7.0
ac1f09fffe0fd629,16.06819,108.1545,7.0
ac1f09fffe0fd629,16.06819,108.15451,7.0
ac1f09fffe0fd629,16.06819,108.15452,7.0
ac1f09fffe0fd629,16.06819,108.15453,7.0
ac1f09fffe0fd629,16.06819,108.15458,7.0
ac1f09fffe0fd629,16.06819,108.15459,8.0
ac1f09fffe0fd629,16.06819,108.1546,8.0
ac1f09fffe0fd629,16.0682,108.1544,7.0
ac1f09fffe0fd629,16.0682,108.15441,7.0
ac1f09fffe0fd629,16.0682,108.15442,7.0
ac1f09fffe0fd629,16.0682,108.15443,7.0
ac1f09fffe0fd629,16.0682,108.15444,7.0
ac1f09fffe0fd629,16.0682,108.15445,7.0
ac1f09fffe0fd629,16.0682,108.15446,7.0
ac1f09fffe0fd629,16.0682,108.15447,7.0
ac1f09fffe0fd629,16.0682,108.15448,7.0
ac1f09fffe0fd629,16.0682,108.15449,7.0
ac1f09fffe0fd629,16.0682,108.1545,7.0
ac1f09fffe0fd629,16.0682,108.15451,7.0
ac1f09fffe0fd629,16.0682,108.15452,7.0
ac1f09fffe0fd629,16.0682,108.15459,8.0
ac1f09fffe0fd629,16.0682,108.1546,8.0
ac1f09fffe0fd629,16.06821,108.1544,7.0
ac1f09fffe0fd629,16.06821,108.15441,7.0
ac1f09fffe0fd629,16.06821,108.15442,7.0
ac1f09fffe0fd629,16.06821,108.15443,7.0
ac1f09fffe0fd629,16.06821,108.15444,7.0
ac1f09fffe0fd629,16.06821,108.15445,7.0
ac1f09fffe0fd629,16.06821,108.15446,7.0
ac1f09fffe0fd629,16.06821,108.15447,7.0
ac1f09fffe0fd629,16.06821,108.15448,7.0
ac1f09fffe0fd629,16.06821,108.15452,7.0
ac1f09fffe0fd629,16.06822,108.15443,7.0
ac1f09fffe0fd629,16.06822,108.15445,7.0
ac1f09fffe0fd629,16.06822,108.15446,7.0
ac1f09fffe0fd629,16.06822,108.15447,7.0
ac1f09fffe0fd629,16.06822,108.15448,7.0
ac1f09fffe0fd629,16.06822,108.15452,7.0
ac1f09fffe0fd629,16.06822,108.15453,7.0
ac1f09fffe0fd629,16.06823,108.15445,7.0
ac1f09fffe0fd629,16.06823,108.15452,7.0
ac1f09fffe0fd629,16.06823,108.15453,7.0
ac1f09fffe0fd629,16.06823,108.15457,7.0
ac1f09fffe0fd629,16.06824,108.15453,7.0
ac1f09fffe0fd63b,15.98569,108.2398,15.0
ac1f09fffe0fd63b,15.98569,108.23986,15.0
ac1f09fffe0fd63b,15.9857,108.23976,13.0
ac1f09fffe0fd63b,15.98571,108.23986,13.0
ac1f09fffe0fd63b,15.98572,108.23979,13.0
ac1f09fffe0fd63b,15.98572,108.23982,13.0
ac1f09fffe0fd63b,15.98572,108.23983,13.0
ac1f09fffe0fd63b,15.98572,108.23984,13.0
ac1f09fffe0fd63b,15.98573,108.23986,13.0
ac1f09fffe0fd63b,15.98573,108.23988,14.0
